746538475,2934161122
828471835406786560,2934161122
958665327092617217,2934161122
756578170837532672,2934161122
1016664273706074114,2934161122
717648001200553984,2934161122
193401023,2934161122
756530461267165185,2934161122
974701597648330753,2934161122
724989100894380037,2934161122
817741393716281344,2934161122
891995622966005761,2934161122
885442436541100032,2934161122
890026466196500480,2934161122
148123108,2934161122
868064748574781441,2934161122
345403904,2934161122
833892816954781696,2934161122
2807795482,2934161122
2992045054,2934161122
822856736184946688,2934161122
598503870,490773825
249723075,63673288
2878521382,63673288
928204223858331648,63673288
816005472159416323,63673288
752198051406675968,63673288
2495873804,63673288
2358832780,63673288
2176163432,63673288
1534562780,63673288
28548065,63673288
939615896,63673288
997393495,63673288
1065832718,63673288
972242293,63673288
29695080,63673288
987339876,63673288
978182641,63673288
257065644,63673288
628387635,63673288
30198018,63673288
56506876,63673288
1025033097836785664,1065269389614874625
729521743,1065269389614874625
1068155080237608960,485629174
1029502619851599873,485629174
812427031963168768,485629174
741434895721959425,485629174
4189597895,485629174
1017911310,485629174
3435678292,485629174
1353770653,485629174
1402043682,485629174
994275325872934919,485629174
706764909497995268,485629174
988873085922181121,485629174
878319623149465600,485629174
745005361367814144,485629174
783194432954855424,485629174
954276486961352705,485629174
961621701468524544,485629174
1133251116,485629174
954108121470947330,485629174
952213010000510977,485629174
596727595,485629174
943891233843400704,485629174
1514480408,485629174
917652565814325248,485629174
909129355883892736,485629174
888237415156133888,485629174
928722960550191104,485629174
926174033623879681,485629174
923718073315680258,485629174
917530092410163200,485629174
806841353162424320,485629174
914044620065038336,485629174
907656773737345024,485629174
907437568500924416,485629174
901426599102435328,485629174
900466175406219265,485629174
771785996711108608,485629174
857653735039881216,485629174
866992033143160832,485629174
3882552688,485629174
1979287176,485629174
876267254173900800,485629174
875129812486160384,485629174
874685631980613633,485629174
862718429069017088,485629174
860827448727961602,485629174
860076296600264705,485629174
859960257719742465,485629174
859776028956397568,485629174
855159270714859520,485629174
323335555,485629174
845712877654822915,485629174
1897148654,485629174
835786412028985345,485629174
370622855,485629174
781826766453280768,485629174
1360355804,485629174
461369179,485629174
807174342597558272,485629174
805913218258468864,485629174
799054166878519301,485629174
797524466184159232,485629174
433075351,485629174
2259184827,485629174
757999438438760448,485629174
741400537090916352,485629174
4099523897,485629174
3435585911,485629174
449637308,485629174
2650652233,485629174
4203056782,485629174
4384582821,485629174
4142769029,485629174
3905467214,485629174
3259201350,485629174
3549550212,485629174
3548384247,485629174
3451927453,485629174
3429817573,485629174
3256263428,485629174
595363363,485629174
3260591173,485629174
3260549282,485629174
3373696181,485629174
3373648329,485629174
3265705532,485629174
3035075538,485629174
540277568,485629174
3281180688,485629174
2823348556,485629174
2823355378,485629174
3224844465,485629174
2782292576,485629174
3007552459,485629174
781151492,485629174
3268550670,485629174
3268220378,485629174
3222504542,485629174
1028949902,485629174
3233394181,485629174
2318270355,485629174
3185435199,485629174
514884597,485629174
1199726876,485629174
3036391106,485629174
3018842079,485629174
746940061,485629174
1424194081,485629174
1372606393,485629174
940077764,485629174
619284228,485629174
359876793,485629174
1635883218,485629174
1212610620,485629174
1644177031,485629174
1659976591,485629174
1017981391,485629174
272064553,485629174
430992872,485629174
594388119,485629174
455929092,485629174
445581133,485629174
